phyto_name,lake,stationid,device,mesh_um,integrated_y_n,min_depth_m,max_depth_m,date_dd_mm_yyyy,cell_colony_density_ind_l,biovol_um3_ml,biomass_ug_l,genus,MFG,CSR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,12566.34,1614.074132,1.614074132,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2792.52,5091.968434,5.091968434,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,6283.17,3246.298294,3.246298294,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,9075.69,8036.689853,8.036689853,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,698.13,1340.192081,1.340192081,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,24434.55,18553.45729,18.55345729,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,6981.3,1250.538717,1.250538717,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,1396.26,974.5388807,0.974538881,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,7679.43,1580.834286,1.580834286,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,4188.78,308.2307619,0.308230762,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,6283.17,20291.69771,20.29169771,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,8377.56,22593.64353,22.59364353,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,3490.65,3504.079051,3.504079051,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,13962.6,1020.506718,1.020506718,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,9773.82,1796.012347,1.796012347,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,698.13,358.6605741,0.358660574,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,3490.65,1297.208003,1.297208003,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,1396.26,497.1573214,0.497157321,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,2792.52,1434.642297,1.434642297,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,698.13,134.2678523,0.134267852,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,698.13,906.559184,0.906559184,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,5585.04,6625.675643,6.625675643,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,2094.39,2485.873379,2.485873379,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,33510.24,4304.197686,4.304197686,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,4886.91,8910.94476,8.91094476,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,698.13,4301.713301,4.301713301,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,13/11/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,5585.04,2885.598484,2.885598484,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,6981.3,6182.069118,6.182069118,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,1396.26,2680.384162,2.680384162,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2792.52,2120.395119,2.120395119,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,8377.56,1500.64646,1.50064646,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2792.52,1949.077761,1.949077761,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,172.6788079,0.172678808,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,66.28857331,0.066288573,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,5585.04,1149.697663,1.149697663,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,1436.26,120.576,0.120576,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2792.52,205.4871746,0.205487175,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,1396.26,4509.266158,4.509266158,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,5585.04,15062.42902,15.06242902,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,4445.270635,4.445270635,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2094.39,2102.44743,2.10244743,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,4188.78,306.1520155,0.306152015,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,10471.95,1924.298943,1.924298943,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,433.0939563,0.433093956,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,6283.17,2334.974405,2.334974405,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,358.6605741,0.358660574,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2094.39,745.7359821,0.745735982,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,1396.26,717.3211483,0.717321148,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,2094.39,402.8035568,0.402803557,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,6283.17,7453.885098,7.453885098,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,72.52121649,0.072521216,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,698.13,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,13962.6,1793.415703,1.793415703,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,600,623.9027361,0.623902736,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,26/11/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,4240,2190.662479,2.190662479,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,9773.82,8654.896765,8.654896765,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,698.13,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,4886.91,875.3771017,0.875377102,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,6283.17,4875.425548,4.875425548,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,9075.69,861.751453,0.861751453,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,2094.39,431.1366234,0.431136623,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,1396.26,4509.266158,4.509266158,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,6981.3,18828.03627,18.82803627,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,4188.78,4204.894861,4.204894861,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,2792.52,204.1013437,0.204101344,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,7679.43,1411.152558,1.411152558,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,8377.56,3113.299207,3.113299207,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,1396.26,497.1573214,0.497157321,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,2094.39,402.8035568,0.402803557,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,1396.26,1656.418911,1.656418911,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,4188.78,538.0247108,0.538024711,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,520,540.7157046,0.540715705,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,3520,6418.478252,6.418478252,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,698.13,4301.713301,4.301713301,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,18/12/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,14/01/2019,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,14/01/2019,5585.04,2885.598484,2.885598484,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,14/01/2019,9773.82,8654.896765,8.654896765,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,14/01/2019,1396.26,2680.384162,2.680384162,Aulacoseira,7a-SmallCent,R
